time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461400000	-23.9818	-7.10445	4.79236	2.42277	-0.487203	lidar	0.28503	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1453	-6.93354	4.74747	2.38501	-0.516654	radar	0.0175253	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.328	-6.65118	4.95973	2.31952	-0.564124	lidar	0.504168	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5037	-6.46155	4.93374	2.2785	-0.603521	radar	0.0916587	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6032	-6.35377	4.71832	2.26637	-0.581637	lidar	0.81379	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7405	-6.16789	4.71455	2.23554	-0.582177	radar	0.00965345	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.916	-5.9422	4.82759	2.2016	-0.58834	lidar	0.417084	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0425	-5.74397	4.83592	2.17519	-0.5742	radar	0.0319225	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.171	-5.5783	4.76486	2.15646	-0.562637	lidar	0.0471108	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3297	-5.39501	4.82519	2.15822	-0.495546	radar	0.0826278	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4761	-5.15379	4.9207	2.12678	-0.50356	lidar	0.102545	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6087	-4.95927	4.95396	2.12589	-0.441047	radar	0.0642212	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7225	-4.80502	4.82602	2.11635	-0.426128	lidar	0.103802	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8418	-4.597	4.83077	2.09595	-0.422245	radar	0.00138405	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9625	-4.34265	4.92386	2.06462	-0.434765	lidar	0.0613463	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0791	-4.11134	4.84812	2.00355	-0.553119	radar	0.408797	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1768	-3.81338	5.00801	1.9578	-0.574984	lidar	0.214216	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2546	-3.55813	4.99953	1.89295	-0.671392	radar	0.141686	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2929	-3.30328	5.00909	1.84654	-0.685311	lidar	0.678045	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3416	-3.05105	5.0161	1.79682	-0.72172	radar	0.017182	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.366	-2.83798	4.92893	1.75869	-0.724656	lidar	0.29831	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4271	-2.61031	4.91061	1.74178	-0.680783	radar	0.0313544	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.479	-2.49799	4.62628	1.72834	-0.663591	lidar	0.867087	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5368	-2.27809	4.62639	1.72175	-0.597867	radar	0.0551442	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5762	-2.09278	4.53191	1.69881	-0.591764	lidar	0.129513	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6044	-1.87053	4.53268	1.68805	-0.53477	radar	0.0665172	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6116	-1.60654	4.61612	1.65319	-0.542791	lidar	0.210794	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6054	-1.37589	4.6117	1.60393	-0.597651	radar	0.0364894	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6082	-1.14494	4.61395	1.57366	-0.598058	lidar	0.000583696	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6463	-0.920938	4.60677	1.56275	-0.567147	radar	0.138803	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.652	-0.655205	4.69328	1.53686	-0.563548	lidar	0.0908089	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6416	-0.41537	4.72221	1.49349	-0.611614	radar	1.33917	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.6027	-0.0920232	4.9273	1.45649	-0.616042	lidar	0.406697	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5872	0.150911	4.93404	1.42668	-0.624335	radar	1.28345	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5558	0.461059	5.09005	1.39931	-0.617843	lidar	0.170121	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5494	0.706382	5.04608	1.3994	-0.546722	radar	0.0991077	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5276	0.991949	5.13276	1.38136	-0.535814	lidar	0.352398	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4863	1.24845	5.1038	1.38423	-0.446576	radar	0.15048	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4337	1.47042	5.0402	1.35915	-0.450287	lidar	0.0334704	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3935	1.71025	5.01254	1.3487	-0.420456	radar	0.014268	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3417	1.8939	4.87361	1.32485	-0.424928	lidar	0.110477	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2711	2.12645	4.88923	1.2907	-0.46018	radar	0.0160574	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.211	2.29434	4.73529	1.26473	-0.464912	lidar	0.140647	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1472	2.51693	4.69807	1.2555	-0.425075	radar	0.0231896	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0705	2.76436	4.75648	1.23612	-0.422238	lidar	0.0196934	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9758	2.9857	4.82643	1.1824	-0.516559	radar	0.145689	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8708	3.28711	5.0111	1.16297	-0.506765	lidar	0.200061	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7926	3.51935	5.01176	1.14391	-0.502699	radar	0.0611447	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6892	3.70612	4.92255	1.11334	-0.510279	lidar	0.0556715	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5692	3.92104	4.93054	1.08097	-0.524639	radar	0.0069714	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4919	4.07487	4.76973	1.05543	-0.52785	lidar	0.57849	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3681	4.27781	4.76615	1.02728	-0.529265	radar	0.00351402	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2162	4.50754	4.84437	0.998343	-0.529698	lidar	0.295874	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0561	4.70125	4.78248	0.97705	-0.492117	radar	0.261125	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9362	4.88783	4.74995	0.953981	-0.491483	lidar	0.0763784	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7749	5.07456	4.7537	0.922753	-0.496239	radar	0.0659122	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6117	5.3019	4.85084	0.902292	-0.488416	lidar	0.122012	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.436	5.48247	4.93755	0.853327	-0.548389	radar	0.0633109	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2577	5.656	4.93154	0.819	-0.556041	lidar	0.165669	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0915	5.83114	4.97131	0.783177	-0.581791	radar	0.0289455	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9193	5.98296	4.92597	0.748629	-0.589407	lidar	0.0159569	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7816	6.15608	4.6694	0.762996	-0.473894	radar	0.306946	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6196	6.30526	4.64279	0.737064	-0.477435	lidar	0.00850588	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4769	6.46897	4.57061	0.730601	-0.441632	radar	0.0591798	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2543	6.72609	4.81842	0.732205	-0.405782	lidar	0.703937	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0472	6.87171	4.82292	0.70183	-0.414916	radar	0.109881	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8405	7.05129	4.89524	0.684603	-0.408627	lidar	0.158743	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6192	7.18655	4.97666	0.639857	-0.458153	radar	0.0895352	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.434	7.32087	4.93709	0.614761	-0.461845	lidar	0.0440044	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1992	7.44815	5.12223	0.558838	-0.542306	radar	0.159122	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.003	7.60489	5.1315	0.543015	-0.529669	lidar	0.337265	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8318	7.76314	4.93058	0.55608	-0.440845	radar	0.232621	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6234	7.9073	4.95422	0.539358	-0.434062	lidar	0.0139927	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4374	8.04428	4.89535	0.530764	-0.409429	radar	0.0521849	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2376	8.0638	4.7274	0.472085	-0.458009	lidar	0.662988	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.058	8.186	4.51851	0.478654	-0.385156	radar	0.164573	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8672	8.34793	4.58768	0.48344	-0.355247	lidar	0.473993	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6262	8.43515	4.76449	0.435418	-0.422872	radar	0.151395	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3684	8.60631	4.9256	0.438217	-0.389659	lidar	0.298626	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1752	8.735	4.775	0.450262	-0.319535	radar	0.123657	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.975	8.83893	4.75587	0.435466	-0.318886	lidar	0.0644438	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7792	8.95383	4.65959	0.438878	-0.275757	radar	0.0481718	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5667	9.03301	4.63938	0.416124	-0.286484	lidar	0.0839947	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3297	9.11465	4.75868	0.382731	-0.328664	radar	0.0662972	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0449	9.24484	4.91644	0.377531	-0.310951	lidar	1.06105	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.8269	9.33297	4.9421	0.35641	-0.327941	radar	0.0275934	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5646	9.45442	5.03868	0.352058	-0.311329	lidar	0.167278	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2823	9.49051	5.23775	0.288338	-0.409352	radar	0.314955	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9723	9.64636	5.43566	0.298011	-0.369246	lidar	0.427978	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.719	9.74898	5.29704	0.309178	-0.296416	radar	0.152705	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4419	9.8614	5.37869	0.305802	-0.281001	lidar	0.089065	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1897	9.94243	5.39612	0.289162	-0.2895	radar	0.00529888	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9106	10.0655	5.48682	0.291995	-0.267706	lidar	0.0732486	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6467	10.1417	5.49202	0.277011	-0.270071	radar	0.0015989	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.3976	10.2303	5.48462	0.268919	-0.264424	lidar	0.150377	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1371	10.3035	5.50522	0.252812	-0.273998	radar	0.00616785	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9217	10.2982	5.33901	0.211392	-0.309272	lidar	0.21802	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6743	10.3653	5.26893	0.207151	-0.28305	radar	0.0228948	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4774	10.3315	5.07801	0.158823	-0.327808	lidar	0.309432	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1761	10.3432	5.33095	0.113409	-0.395309	radar	0.265151	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9054	10.3999	5.36795	0.104378	-0.381381	lidar	0.0522297	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.656	10.4451	5.10487	0.116757	-0.295112	radar	0.304849	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4389	10.4012	4.98573	0.0703548	-0.337022	lidar	0.302535	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1826	10.4139	5.00608	0.0511	-0.34051	radar	0.0103439	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8415	10.591	5.28505	0.107412	-0.241675	lidar	1.21448	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.5859	10.6546	5.16259	0.127864	-0.169451	radar	0.111502	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3555	10.6478	5.08992	0.101016	-0.193204	lidar	0.0882235	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0973	10.6612	5.1549	0.0787617	-0.221412	radar	0.0217219	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8245	10.7571	5.24306	0.0994523	-0.182065	lidar	0.654736	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5677	10.7994	5.21682	0.101148	-0.160897	radar	0.0100635	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3536	10.7611	5.08584	0.0638628	-0.197504	lidar	0.228689	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.104	10.7891	5.03377	0.0646268	-0.172956	radar	0.0157748	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8427	10.8591	5.09382	0.0778709	-0.146276	lidar	0.37447	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5715	10.8636	5.1383	0.0621909	-0.159925	radar	0.0538879	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3418	10.878	5.08861	0.0514086	-0.164247	lidar	0.128213	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0688	10.8129	5.40681	-0.0306176	-0.330482	radar	0.641599	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7686	10.8026	5.46835	-0.0463189	-0.327954	lidar	0.322638	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5107	10.8094	5.37547	-0.0475393	-0.294131	radar	0.042683	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2767	10.7932	5.31016	-0.0668034	-0.301362	lidar	0.197197	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0427	10.847	4.98302	-0.023078	-0.168062	radar	0.533755	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77005	10.8995	5.0614	-0.00658644	-0.136854	lidar	0.369131	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.52835	10.8911	5.05408	-0.0198414	-0.149018	radar	0.00231267	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.26574	10.9175	5.09291	-0.0146224	-0.133635	lidar	0.122282	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.00805	10.9027	5.07951	-0.0234247	-0.131208	radar	0.0275792	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.74243	10.932	5.12407	-0.0158915	-0.114388	lidar	0.168734	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.48096	10.8982	5.13362	-0.0350808	-0.132871	radar	0.0758508	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.36512	10.7924	4.79731	-0.092046	-0.19514	lidar	0.880972	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.13517	10.7916	4.72758	-0.0876197	-0.165191	radar	0.0310093	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.76502	10.8674	5.04332	-0.0447219	-0.0990765	lidar	0.825756	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.50163	10.8629	5.01227	-0.0355073	-0.06208	radar	0.0536116	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.23034	10.8606	5.06076	-0.0349797	-0.0571606	lidar	0.0603883	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-6.98689	10.9034	4.96941	-0.000209497	0.0206568	radar	0.149515	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
